"gene"
"A2MP1"
"AA06"
"AAA1"
"AAAS"
"AADACL3"
"AADACL4"
"AAMP"
"AANAT"
"AARSD1"
"AATF"
"AATK-AS1"
"ABCB11"
"ABCB5"
"ABCB7"
"ABCC12"
"ABCF2"
"ABCG4"
"ABCG5"
"ABCG8"
"ABHD14A-ACY1"
"ABHD16A"
"ABRA"
"ABT1"
"ACAD9"
"ACBD6"
"ACCN4"
"ACCN5"
"ACCSL"
"ACOT12"
"ACOT13"
"ACP1"
"ACPT"
"ACR"
"ACRV1"
"ACSBG2"
"ACSM4"
"ACTL6B"
"ACTL7A"
"ACTL7B"
"ACTL9"
"ACTN3"
"ACTR10"
"ACTR1A"
"ACTR1B"
"ACTR3BP2"
"ACTR3BP5"
"ACTR5"
"ACTR8"
"ACTRT1"
"ACTRT2"
"ADAD1"
"ADAM18"
"ADAM20"
"ADAM21"
"ADAM21P1"
"ADAM29"
"ADAM30"
"ADAM3A"
"ADAM5P"
"ADAM6"
"ADAMTS20"
"ADARB2-AS1"
"ADCK4"
"ADGB"
"ADIPOR1"
"ADO"
"ADPRHL2"
"ADRB3"
"ADSL"
"AGAP5"
"AGAP8"
"AGBL1"
"AGK"
"AGPAT1"
"AGPAT4-IT1"
"AGSK1"
"AIMP1"
"AIPL1"
"AIRE"
"AK2"
"AKAP2"
"AKAP4"
"AKAP8"
"AKNAD1"
"AKR1CL1"
"AKR1D1"
"ALG1"
"ALG1L2"
"ALG9"
"ALKBH1"
"ALKBH5"
"ALLC"
"ALMS1P"
"AMBN"
"AMBRA1"
"AMELX"
"AMELY"
"AMHR2"
"AMMECR1L"
"AMY1A"
"ANAPC10"
"ANAPC16"
"ANAPC4"
"ANAPC5"
"ANAPC7"
"ANGPTL5"
"ANGPTL6"
"ANKHD1"
"ANKHD1-EIF4EBP3"
"ANKLE2"
"ANKRD13C"
"ANKRD18DP"
"ANKRD20A11P"
"ANKRD20A3"
"ANKRD20A4"
"ANKRD20A8P"
"ANKRD20A9P"
"ANKRD26P1"
"ANKRD26P3"
"ANKRD30BP2"
"ANKRD31"
"ANKRD33"
"ANKRD34C"
"ANKRD54"
"ANKRD55"
"ANKRD63"
"ANP32A"
"ANP32A-IT1"
"ANP32C"
"ANTXRL"
"ANXA7"
"ANXA8"
"AOC4"
"AOX2P"
"AP1M1"
"AP3S2"
"AP4B1"
"AP4M1"
"APBA3"
"APC2"
"APEX1"
"APH1A"
"API5"
"APITD1-CORT"
"APOA4"
"APOA5"
"APOC4-APOC2"
"APOL5"
"APOPT1"
"APTX"
"AQP10"
"AQP12A"
"AQP12B"
"AQP8"
"ARAF"
"ARF1"
"ARF3"
"ARFGAP2"
"ARGFX"
"ARGFXP2"
"ARHGAP19-SLIT1"
"ARHGAP8"
"ARHGEF33"
"ARID3C"
"ARIH2"
"ARL13A"
"ARL17A"
"ARL2-SNX15"
"ARL5C"
"ARL8A"
"ARMC10"
"ARMC8"
"ARMCX5-GPRASP2"
"ARMS2"
"ARPC1A"
"ARPC3"
"ARPC4"
"ARPC4-TTLL3"
"ARPP21"
"ARR3"
"ARSH"
"ART1"
"AS3MT"
"ASAH2"
"ASAP1-IT1"
"ASB10"
"ASB11"
"ASB12"
"ASB14"
"ASB15"
"ASB17"
"ASB18"
"ASB3"
"ASB6"
"ASB7"
"ASB8"
"ASCC2"
"ASCL3"
"ASCL4"
"ASMT"
"ASNA1"
"ASNSD1"
"ASTL"
"ASZ1"
"ATAT1"
"ATG10"
"ATG12"
"ATG13"
"ATG3"
"ATG4A"
"ATG4B"
"ATG7"
"ATG9A"
"ATMIN"
"ATOH7"
"ATP1B4"
"ATP2B3"
"ATP5C1"
"ATP5F1"
"ATP5H"
"ATP5J"
"ATP5J2-PTCD1"
"ATP5L"
"ATP5O"
"ATP5SL"
"ATP6V0A2"
"ATP6V0CP3"
"ATP6V0E1"
"ATP6V1E1"
"ATP6V1G2"
"ATP6V1G2-DDX39B"
"ATP8B5P"
"ATPAF1-AS1"
"ATPAF2"
"ATXN3"
"ATXN3L"
"ATXN8OS"
"AUP1"
"AVP"
"AWAT1"
"AWAT2"
"AXDND1"
"B3GALT1"
"B3GAT2"
"BABAM1"
"BAG6"
"BAGE"
"BANF2"
"BANP"
"BAP1"
"BARHL1"
"BARHL2"
"BBS7"
"BCAP31"
"BCAS2"
"BCCIP"
"BCL2L2-PABPN1"
"BCL7B"
"BCORP1"
"BCS1L"
"BCYRN1"
"BDAG1"
"BEND2"
"BEST2"
"BEST3"
"BET1L"
"BET3L"
"BHLHA9"
"BHLHE23"
"BIRC8"
"BIVM-ERCC5"
"BK250D10.8"
"BLID"
"BLOC1S1-RDH5"
"BLOC1S2"
"BMP10"
"BMP15"
"BMS1"
"BNIP1"
"BOK-AS1"
"BOLL"
"BPESC1"
"BPIFA3"
"BPIFA4P"
"BPIFB3"
"BPIFB6"
"BPIFC"
"BRAP"
"BRD7"
"BRD7P3"
"BRE"
"BRK1"
"BRS3"
"BSDC1"
"BSN"
"BSN-AS2"
"BSPH1"
"BSX"
"BTBD10"
"BTBD17"
"BTBD18"
"BTF3L4"
"BTF3P11"
"BTG4"
"BTN1A1"
"BTNL2"
"BTNL3"
"BTNL8"
"BUD13"
"BUD31"
"BVES-AS1"
"C10orf103"
"C10orf105"
"C10orf111"
"C10orf120"
"C10orf122"
"C10orf129"
"C10orf131"
"C10orf136"
"C10orf27"
"C10orf28"
"C10orf32-AS3MT"
"C10orf40"
"C10orf53"
"C10orf62"
"C10orf71"
"C10orf76"
"C10orf88"
"C10orf96"
"C11orf10"
"C11orf34"
"C11orf36"
"C11orf40"
"C11orf42"
"C11orf57"
"C11orf58"
"C11orf65"
"C11orf73"
"C11orf87"
"C11orf94"
"C12orf12"
"C12orf29"
"C12orf33"
"C12orf37"
"C12orf40"
"C12orf42"
"C12orf43"
"C12orf47"
"C12orf50"
"C12orf52"
"C12orf65"
"C12orf71"
"C12orf74"
"C12orf77"
"C13orf35"
"C14orf102"
"C14orf119"
"C14orf133"
"C14orf142"
"C14orf165"
"C14orf166"
"C14orf166B"
"C14orf177"
"C14orf178"
"C14orf183"
"C14orf23"
"C14orf38"
"C14orf55"
"C14orf93"
"C15orf2"
"C15orf24"
"C15orf29"
"C15orf32"
"C15orf34"
"C15orf38-AP3S2"
"C15orf40"
"C15orf43"
"C15orf44"
"C15orf5"
"C15orf50"
"C15orf53"
"C15orf54"
"C15orf55"
"C15orf57"
"C15orf60"
"C15orf63"
"C16orf72"
"C16orf78"
"C16orf80"
"C16orf82"
"C16orf90"
"C16orf92"
"C16orf96"
"C17orf102"
"C17orf105"
"C17orf47"
"C17orf49"
"C17orf50"
"C17orf61-PLSCR3"
"C17orf64"
"C17orf66"
"C17orf74"
"C17orf77"
"C17orf78"
"C17orf81"
"C17orf98"
"C18orf21"
"C18orf26"
"C18orf42"
"C18orf62"
"C18orf63"
"C18orf8"
"C19orf29-AS1"
"C19orf35"
"C19orf42"
"C19orf43"
"C19orf52"
"C19orf75"
"C1D"
"C1GALT1C1"
"C1QTNF3-AMACR"
"C1QTNF8"
"C1orf100"
"C1orf101"
"C1orf105"
"C1orf123"
"C1orf129"
"C1orf140"
"C1orf141"
"C1orf144"
"C1orf146"
"C1orf151-NBL1"
"C1orf174"
"C1orf177"
"C1orf180"
"C1orf185"
"C1orf200"
"C1orf212"
"C1orf227"
"C1orf43"
"C1orf49"
"C1orf50"
"C1orf52"
"C1orf65"
"C1orf68"
"C1orf94"
"C20orf111"
"C20orf123"
"C20orf141"
"C20orf152"
"C20orf166"
"C20orf173"
"C20orf201"
"C20orf203"
"C20orf29"
"C20orf30"
"C20orf4"
"C20orf43"
"C20orf7"
"C20orf79"
"C21orf128"
"C21orf54"
"C21orf91-OT1"
"C22orf24"
"C22orf26"
"C22orf28"
"C22orf31"
"C2orf16"
"C2orf27B"
"C2orf28"
"C2orf42"
"C2orf47"
"C2orf49"
"C2orf51"
"C2orf53"
"C2orf56"
"C2orf57"
"C2orf61"
"C2orf66"
"C2orf68"
"C2orf71"
"C2orf76"
"C2orf78"
"C2orf80"
"C2orf83"
"C2orf91"
"C3P1"
"C3orf17"
"C3orf19"
"C3orf20"
"C3orf22"
"C3orf24"
"C3orf27"
"C3orf30"
"C3orf35"
"C3orf38"
"C3orf43"
"C3orf45"
"C3orf49"
"C3orf51"
"C3orf65"
"C3orf74"
"C3orf77"
"C3orf79"
"C4orf17"
"C4orf26"
"C4orf27"
"C4orf37"
"C4orf40"
"C4orf43"
"C4orf44"
"C4orf45"
"C4orf51"
"C5orf43"
"C5orf47"
"C5orf48"
"C5orf52"
"C5orf60"
"C5orf64"
"C6orf10"
"C6orf106"
"C6orf136"
"C6orf174"
"C6orf195"
"C6orf201"
"C6orf221"
"C6orf25"
"C6orf47"
"C6orf62"
"C6orf7"
"C7orf11"
"C7orf25"
"C7orf26"
"C7orf33"
"C7orf34"
"C7orf42"
"C7orf45"
"C7orf62"
"C7orf65"
"C7orf66"
"C7orf69"
"C7orf71"
"C7orf72"
"C8A"
"C8orf12"
"C8orf44-SGK3"
"C8orf45"
"C8orf69"
"C8orf71"
"C8orf74"
"C8orf75"
"C8orf77"
"C8orf86"
"C8orf87"
"C9"
"C9orf11"
"C9orf128"
"C9orf131"
"C9orf139"
"C9orf146"
"C9orf153"
"C9orf163"
"C9orf170"
"C9orf174"
"C9orf29"
"C9orf30-TMEFF1"
"C9orf43"
"C9orf47"
"C9orf53"
"C9orf57"
"C9orf78"
"C9orf79"
"C9orf96"
"CA5A"
"CABP2"
"CABP5"
"CABS1"
"CACNA1A"
"CACNA1E"
"CACNA1S"
"CACNG2"
"CACNG3"
"CACNG5"
"CACNG7"
"CACNG8"
"CAGE1"
"CALHM1"
"CALHM3"
"CALN1"
"CALR3"
"CAMK2A"
"CAMKV"
"CAMTA1"
"CAP1"
"CAPNS1"
"CAPZA3"
"CAPZB"
"CARS"
"CARS2"
"CATSPER2P1"
"CATSPER4"
"CAV3"
"CBWD2"
"CBWD3"
"CBX3P2"
"CBY1"
"CC2D1B"
"CCDC105"
"CCDC115"
"CCDC116"
"CCDC140"
"CCDC144A"
"CCDC144C"
"CCDC144NL"
"CCDC155"
"CCDC166"
"CCDC168"
"CCDC169-SOHLH2"
"CCDC22"
"CCDC23"
"CCDC27"
"CCDC36"
"CCDC38"
"CCDC42"
"CCDC43"
"CCDC53"
"CCDC54"
"CCDC59"
"CCDC62"
"CCDC63"
"CCDC70"
"CCDC73"
"CCDC79"
"CCDC83"
"CCDC97"
"CCIN"
"CCKAR"
"CCL1"
"CCL14"
"CCL16"
"CCL25"
"CCL27"
"CCL3L1"
"CCNB3"
"CCNY"
"CCR3"
"CCR9"
"CCT7"
"CCT8"
"CCT8L2"
"CD200R1L"
"CD2BP2"
"CD300LD"
"CD302"
"CD99P1"
"CDC123"
"CDC16"
"CDC23"
"CDC26"
"CDC37"
"CDC42"
"CDCP2"
"CDH9"
"CDIPT"
"CDK11B"
"CDK15"
"CDK5RAP1"
"CDK7"
"CDK9"
"CDKL4"
"CDKN2AIPNL"
"CDRT1"
"CDRT15"
"CDRT15L2"
"CDRT15P1"
"CDRT15P2"
"CDRT4"
"CDRT7"
"CDX4"
"CEACAM16"
"CEACAM18"
"CEBPE"
"CECR3"
"CELA1"
"CELA2A"
"CELA2B"
"CELA3A"
"CELA3B"
"CELF1"
"CENPB"
"CEP44"
"CEP63"
"CER1"
"CERS5"
"CES5A"
"CETN1"
"CFC1"
"CFC1B"
"CFHR2"
"CFHR4"
"CFHR5"
"CFL1P1"
"CGB"
"CGB1"
"CGB8"
"CHAT"
"CHCHD4"
"CHD5"
"CHEK2P2"
"CHIC2"
"CHKB"
"CHKB-CPT1B"
"CHMP1A"
"CHMP3"
"CHMP4B"
"CHMP7"
"CHODL-AS1"
"CHRM2"
"CHRM4"
"CHRM5"
"CHRNA10"
"CHRNA3"
"CHRNB3"
"CHRND"
"CHRNG"
"CHST5"
"CHST9-AS1"
"CHTOP"
"CHURC1-FNTB"
"CIAO1"
"CIAPIN1"
"CINP"
"CIR1"
"CISD2"
"CKLF-CMTM1"
"CLCA1"
"CLCA3P"
"CLCN1"
"CLDN17"
"CLDN24"
"CLDN25"
"CLEC12B"
"CLEC19A"
"CLEC1B"
"CLEC2A"
"CLEC4C"
"CLEC4D"
"CLEC4GP1"
"CLEC4M"
"CLEC6A"
"CLIC1"
"CLK3"
"CLLU1"
"CLP1"
"CLPTM1"
"CLRN1"
"CLRN1-AS1"
"CLRN2"
"CLVS1"
"CMC1"
"CNBD1"
"CNBP"
"CNGA2"
"CNGB3"
"CNO"
"CNOT10"
"CNOT2"
"CNOT4"
"CNPY1"
"CNPY2"
"CNTF"
"CNTN2"
"CNTNAP4"
"CNTNAP5"
"COA5"
"COBRA1"
"COG1"
"COG4"
"COG8"
"COL11A2"
"COL18A1-AS1"
"COL20A1"
"COL6A4P1"
"COL6A4P2"
"COMMD1"
"COMMD3-BMI1"
"COMMD5"
"COMMD7"
"COMMD9"
"COPS3"
"COPS4"
"COPS5"
"COPS6"
"COPS7A"
"COPS7B"
"COPS8"
"COPZ1"
"COQ10B"
"COQ5"
"CORO7-PAM16"
"CORT"
"COX10"
"COX15"
"COX18"
"COX4NB"
"COX7A2L"
"CPA2"
"CPA5"
"CPLX4"
"CPN1"
"CPNE9"
"CPS1-IT1"
"CPSF3"
"CPSF4L"
"CPT1B"
"CPXCR1"
"CRB1"
"CRCP"
"CRH"
"CRIPT"
"CRISP1"
"CRLF2"
"CRX"
"CRYBA1"
"CRYBA4"
"CRYGA"
"CRYGB"
"CRYGC"
"CRYGD"
"CRYM-AS1"
"CSH1"
"CSH2"
"CSHL1"
"CSMD2"
"CSMD3"
"CSN1S2AP"
"CSN1S2BP"
"CSNK1A1L"
"CSNK1A1P1"
"CSNK1D"
"CSNK1G2-AS1"
"CSNK2B"
"CSPG4P1Y"
"CST11"
"CST8"
"CST9L"
"CSTF1"
"CSTF3"
"CSTL1"
"CSTT"
"CT45A2"
"CT45A3"
"CT45A6"
"CT47A1"
"CT47A6"
"CT47A7"
"CT47B1"
"CTAGE10P"
"CTAGE11P"
"CTAGE15P"
"CTAGE6P"
"CTAGE7P"
"CTAGE9"
"CTBP1"
"CTCF"
"CTDNEP1"
"CTDP1"
"CTNNA3"
"CTNNBL1"
"CTNS"
"CTRB1"
"CTRB2"
"CTRC"
"CTSL1P2"
"CTSL1P8"
"CTXN2"
"CUL1"
"CUL2"
"CUL3"
"CUTC"
"CWC15"
"CWC22"
"CWC27"
"CWF19L1"
"CXXC11"
"CXXC1P1"
"CXorf1"
"CXorf22"
"CXorf26"
"CXorf27"
"CXorf28"
"CXorf31"
"CXorf48"
"CXorf56"
"CXorf58"
"CXorf59"
"CXorf64"
"CXorf66"
"CXorf68"
"CYB5B"
"CYCSP52"
"CYLC1"
"CYLC2"
"CYMP"
"CYP11B1"
"CYP11B2"
"CYP19A1"
"CYP20A1"
"CYP21A1P"
"CYP21A2"
"CYP26C1"
"CYP2C19"
"CYP3A4"
"CYP3A43"
"CYP3A7"
"CYP3A7-CYP3AP1"
"CYP4F24P"
"CYP7A1"
"D21S2088E"
"DAD1"
"DAGLB"
"DAND5"
"DAOA"
"DAOA-AS1"
"DAXX"
"DAZ1"
"DAZ2"
"DAZ3"
"DAZ4"
"DAZAP1"
"DAZAP2"
"DAZL"
"DBIL5P"
"DBIL5P2"
"DBNL"
"DBX1"
"DBX2"
"DCAF4L1"
"DCAF8L1"
"DCAF8L2"
"DCDC1"
"DCLK3"
"DCST1"
"DCT"
"DCTN1"
"DCTN2"
"DCTN5"
"DDA1"
"DDB1"
"DDI1"
"DDOST"
"DDX1"
"DDX11L1"
"DDX11L10"
"DDX19A"
"DDX19B"
"DDX20"
"DDX23"
"DDX28"
"DDX39B"
"DDX4"
"DDX42"
"DDX50"
"DDX53"
"DDX56"
"DEC1"
"DEDD"
"DEDD2"
"DEFA10P"
"DEFA4"
"DEFB103A"
"DEFB103B"
"DEFB108B"
"DEFB109P1B"
"DEFB110"
"DEFB112"
"DEFB113"
"DEFB114"
"DEFB115"
"DEFB116"
"DEFB118"
"DEFB119"
"DEFB121"
"DEFB122"
"DEFB123"
"DEFB125"
"DEFB127"
"DEFB128"
"DEFB129"
"DEFB133"
"DEFB134"
"DEFB135"
"DEFB136"
"DENR"
"DEPDC4"
"DEPDC5"
"DERL2"
"DEXI"
"DFFA"
"DFFB"
"DGAT2L6"
"DGCR14"
"DGCR8"
"DGKB"
"DGKK"
"DGUOK"
"DHDDS"
"DHH"
"DHRS7C"
"DHRSX"
"DHX16"
"DHX30"
"DHX57"
"DIABLO"
"DIMT1"
"DIO3OS"
"DIRC1"
"DIS3L2"
"DISC1"
"DISC2"
"DKFZP434A062"
"DKFZP434H168"
"DKFZP434K028"
"DKFZP434L187"
"DKFZP564C196"
"DKFZp434L192"
"DKFZp451B082"
"DKFZp686K1684"
"DLGAP2"
"DLST"
"DMP1"
"DMRTB1"
"DMRTC2"
"DMWD"
"DNAJA1P5"
"DNAJA2"
"DNAJA3"
"DNAJB12"
"DNAJB7"
"DNAJB8"
"DNAJB8-AS1"
"DNAJC14"
"DNAJC24"
"DNAJC25"
"DNAJC25-GNG10"
"DNAJC5G"
"DNAJC7"
"DNAJC8"
"DNM1P35"
"DNM1P41"
"DNMT3L"
"DNTT"
"DNTTIP2"
"DPF2"
"DPH3"
"DPH5"
"DPPA3"
"DPPA4"
"DPPA5"
"DPRX"
"DPY19L2P1"
"DPY19L2P3"
"DPY30"
"DRD3"
"DRD5"
"DRG1"
"DRG2"
"DRP2"
"DSCAM"
