"gene"
"DSCR10"
"DSCR4"
"DSCR9"
"DSG4"
"DSPP"
"DTNBP1"
"DTWD1"
"DUPD1"
"DUS2L"
"DUSP11"
"DUSP21"
"DUSP28"
"DUT"
"DUX2"
"DUX4L2"
"DUX4L4"
"DUXA"
"DYDC1"
"DYNC1LI1"
"DYNLL1"
"DYTN"
"DYX1C1-CCPG1"
"DZANK1-AS1"
"E2F6"
"EAPP"
"EBLN1"
"EBNA1BP2"
"ECD"
"ECRP"
"EDC3"
"EDC4"
"EDDM3B"
"EDEM2"
"EEF1E1-MUTED"
"EFCAB3"
"EFCAB5"
"EFCAB9"
"EGFEM1P"
"EGFL8"
"EGFLAM-AS4"
"EIF1"
"EIF1AD"
"EIF2A"
"EIF2B1"
"EIF2B3"
"EIF2B4"
"EIF2D"
"EIF2S1"
"EIF2S2"
"EIF3C"
"EIF3CL"
"EIF3D"
"EIF3F"
"EIF3G"
"EIF3I"
"EIF3IP1"
"EIF3J"
"EIF3K"
"EIF3M"
"EIF4E"
"EIF4E1B"
"EIF4E2"
"EIF4ENIF1"
"EIF4H"
"ELAC2"
"ELAVL1"
"ELAVL3"
"ELAVL4"
"ELK1"
"ELL"
"ELOF1"
"ELOVL1"
"ELSPBP1"
"ENDOU"
"ENO4"
"ENOPH1"
"ENSA"
"ENTHD1"
"ENY2"
"EPB42"
"EPHA8"
"EPX"
"ERAL1"
"ERAS"
"ERC2"
"ERCC1"
"ERCC2"
"ERCC3"
"ERCC8"
"ERGIC3"
"ERI3"
"ERP44"
"ERVFRD-1"
"ERVV-1"
"ERVV-2"
"ESR2"
"ESX1"
"ETF1"
"ETV3L"
"EVX2"
"EWSR1"
"EXD1"
"EXOC1"
"EXOC4"
"EXOC7"
"EXOG"
"EXOSC1"
"EXOSC10"
"EXOSC2"
"EXOSC6"
"EXOSC8"
"EXOSC9"
"EYS"
"F13B"
"F9"
"FABP12"
"FABP2"
"FABP5P3"
"FABP9"
"FAF1"
"FAF2"
"FAM101A"
"FAM103A1"
"FAM104A"
"FAM104B"
"FAM106A"
"FAM106CP"
"FAM122C"
"FAM123A"
"FAM123C"
"FAM133B"
"FAM134C"
"FAM138B"
"FAM138C"
"FAM138D"
"FAM138E"
"FAM153B"
"FAM154A"
"FAM156B"
"FAM157B"
"FAM159B"
"FAM166A"
"FAM169B"
"FAM170A"
"FAM170B"
"FAM175B"
"FAM181A-AS1"
"FAM182A"
"FAM182B"
"FAM183B"
"FAM185A"
"FAM186A"
"FAM186B"
"FAM187B"
"FAM188B"
"FAM18B2-CDRT4"
"FAM192A"
"FAM194A"
"FAM194B"
"FAM19A1"
"FAM200A"
"FAM203A"
"FAM204A"
"FAM205A"
"FAM205B"
"FAM209A"
"FAM209B"
"FAM215A"
"FAM217A"
"FAM21A"
"FAM21B"
"FAM22A"
"FAM22D"
"FAM22F"
"FAM22G"
"FAM24A"
"FAM24B-CUZD1"
"FAM26D"
"FAM27C"
"FAM27L"
"FAM32A"
"FAM35B"
"FAM35B2"
"FAM40A"
"FAM41C"
"FAM45A"
"FAM45B"
"FAM46D"
"FAM47A"
"FAM47B"
"FAM47C"
"FAM47E-STBD1"
"FAM48B1"
"FAM48B2"
"FAM55A"
"FAM55B"
"FAM66A"
"FAM66E"
"FAM71A"
"FAM71B"
"FAM71C"
"FAM71D"
"FAM71F1"
"FAM74A1"
"FAM74A3"
"FAM74A4"
"FAM75A3"
"FAM75A4"
"FAM75A6"
"FAM75C1"
"FAM75C2"
"FAM75D1"
"FAM75D3"
"FAM75D4"
"FAM75D5"
"FAM76A"
"FAM82A2"
"FAM86A"
"FAM86B2"
"FAM86EP"
"FAM90A10"
"FAM90A20"
"FAM90A25P"
"FAM90A2P"
"FAM90A5"
"FAM90A7"
"FAM90A7P"
"FAM90A8"
"FAM90A9"
"FAM92A3"
"FAM95B1"
"FAM98A"
"FAM99A"
"FAM99B"
"FAM9A"
"FAM9B"
"FAM9C"
"FARS2"
"FAS-AS1"
"FASTKD2"
"FBXL12"
"FBXO18"
"FBXO22"
"FBXO22-AS1"
"FBXO24"
"FBXO39"
"FBXO40"
"FBXO42"
"FBXO47"
"FBXO48"
"FBXW10"
"FBXW12"
"FCF1"
"FCRL4"
"FDPSL2A"
"FDXACB1"
"FEM1A"
"FER1L5"
"FER1L6-AS1"
"FERD3L"
"FEZF2"
"FFAR1"
"FFAR3"
"FGF14-IT1"
"FGF21"
"FGF23"
"FGF4"
"FGF5"
"FGF6"
"FGF8"
"FIBP"
"FIGLA"
"FKBP15"
"FKBP1A-SDCBP2"
"FKBP6"
"FKRP"
"FKSG29"
"FLG2"
"FLJ12825"
"FLJ13224"
"FLJ14107"
"FLJ16171"
"FLJ16341"
"FLJ20518"
"FLJ22763"
"FLJ25328"
"FLJ25363"
"FLJ25758"
"FLJ30679"
"FLJ30838"
"FLJ31662"
"FLJ31813"
"FLJ32063"
"FLJ33065"
"FLJ33360"
"FLJ33534"
"FLJ33581"
"FLJ34503"
"FLJ34690"
"FLJ35424"
"FLJ36000"
"FLJ37035"
"FLJ37201"
"FLJ37505"
"FLJ38576"
"FLJ39534"
"FLJ39739"
"FLJ40194"
"FLJ40288"
"FLJ40292"
"FLJ40434"
"FLJ41278"
"FLJ41350"
"FLJ41649"
"FLJ41941"
"FLJ42102"
"FLJ42280"
"FLJ42289"
"FLJ42969"
"FLJ43390"
"FLJ43681"
"FLJ43826"
"FLJ43860"
"FLJ43879"
"FLJ44054"
"FLJ45079"
"FLJ46066"
"FLJ46257"
"FLJ46284"
"FLJ46300"
"FLJ46361"
"FLOT1"
"FMR1-AS1"
"FMR1NB"
"FN3KRP"
"FNDC7"
"FNDC9"
"FNTB"
"FOLR4"
"FOXB1"
"FOXD4"
"FOXD4L1"
"FOXD4L3"
"FOXD4L5"
"FOXD4L6"
"FOXE3"
"FOXG1"
"FOXH1"
"FOXN4"
"FOXR1"
"FOXR2"
"FPGT-TNNI3K"
"FREM3"
"FRG1"
"FRG2B"
"FRMD7"
"FRMPD1"
"FRMPD2P1"
"FRMPD4"
"FSCB"
"FSCN3"
"FSD2"
"FSHB"
"FSHR"
"FSIP2"
"FTLP10"
"FTMT"
"FTSJ1"
"FTSJ2"
"FTSJD2"
"FUNDC1"
"FUT5"
"FXN"
"FXR2"
"FXYD6-FXYD2"
"FZR1"
"G6PC2"
"GAB4"
"GABRA1"
"GABRA4"
"GABRA6"
"GABRB1"
"GABRG1"
"GABRR2"
"GABRR3"
"GAD2"
"GADL1"
"GAGE1"
"GAGE12F"
"GAGE13"
"GAGE2A"
"GAGE2B"
"GAGE2C"
"GAGE2D"
"GAGE2E"
"GALNT4"
"GALNT8"
"GALNTL5"
"GALP"
"GALR1"
"GALR2"
"GALR3"
"GATA1"
"GATC"
"GBX1"
"GCK"
"GCM1"
"GCM2"
"GCNT7"
"GCOM1"
"GDAP1L1"
"GDF2"
"GDF7"
"GDI2"
"GDPD4"
"GFI1B"
"GFRA4"
"GFRAL"
"GGNBP1"
"GGNBP2"
"GH1"
"GH2"
"GHRHR"
"GHSR"
"GIF"
"GIMAP1-GIMAP5"
"GIN1"
"GIP"
"GJA10"
"GJA8"
"GJA9-MYCBP"
"GJD2"
"GJD4"
"GK2"
"GKN1"
"GLIPR1L1"
"GLOD4"
"GLRA1"
"GLRA2"
"GLRA4"
"GLT6D1"
"GLYCAM1"
"GM140"
"GML"
"GNAT1"
"GNAT3"
"GNB1"
"GNG10"
"GNG5"
"GNL1"
"GNL2"
"GNN"
"GNPAT"
"GNRHR"
"GNRHR2"
"GOLGA6A"
"GOLGA6B"
"GOLGA6C"
"GOLGA6D"
"GOLGA6L1"
"GOLGA6L10"
"GOLGA6L5"
"GOLGA6L6"
"GOLGA6L9"
"GOLGA8C"
"GOLGA8DP"
"GOLGA8E"
"GOLGA8G"
"GOLGA8IP"
"GORASP2"
"GOSR1"
"GOSR2"
"GOT1L1"
"GP5"
"GP6"
"GP9"
"GPANK1"
"GPATCH1"
"GPATCH3"
"GPBP1"
"GPBP1L1"
"GPCRLTM7"
"GPHB5"
"GPKOW"
"GPN2"
"GPN3"
"GPR101"
"GPR111"
"GPR112"
"GPR113"
"GPR119"
"GPR12"
"GPR123"
"GPR139"
"GPR142"
"GPR148"
"GPR149"
"GPR150"
"GPR151"
"GPR152"
"GPR179"
"GPR182"
"GPR22"
"GPR26"
"GPR31"
"GPR32"
"GPR33"
"GPR45"
"GPR52"
"GPR6"
"GPR61"
"GPR62"
"GPR75-ASB3"
"GPR78"
"GPR89C"
"GPRASP2"
"GPRC6A"
"GPS2"
"GPX5"
"GPX6"
"GRB2"
"GRID2"
"GRID2IP"
"GRIN2B"
"GRIP2"
"GRK7"
"GRM1"
"GRM2"
"GRM3"
"GRM5"
"GRM6"
"GRPEL1"
"GRSF1"
"GRWD1"
"GRXCR1"
"GRXCR2"
"GSC2"
"GSG1"
"GSG1L"
"GSK3A"
"GSTA7P"
"GSTTP1"
"GSTTP2"
"GSX1"
"GSX2"
"GTF2A1L"
"GTF2A2"
"GTF2B"
"GTF2F2"
"GTF2H1"
"GTF2H2C"
"GTF2H2D"
"GTF2H4"
"GTF2H5"
"GTF2IP1"
"GTF2IRD2P1"
"GTF3C2"
"GTPBP10"
"GTSF1L"
"GUCA1C"
"GUCY2E"
"GUCY2F"
"GUCY2GP"
"GUSBP10"
"GUSBP3"
"GUSBP5"
"GUSBP9"
"GYPA"
"GYPB"
"GYS2"
"GZF1"
"H1FNT"
"H1FOO"
"H2AFV"
"H2BFM"
"H2BFWT"
"H2BFXP"
"H3F3A"
"HADHA"
"HAND1"
"HARS"
"HARS2"
"HAX1"
"HBBP1"
"HBM"
"HBZ"
"HCCS"
"HCG18"
"HCG22"
"HCG23"
"HCG25"
"HCG27"
"HCG4"
"HCG4B"
"HCG9"
"HCN1"
"HCRT"
"HCRTR1"
"HCRTR2"
"HDAC3"
"HDAC8"
"HDGFL1"
"HEATR4"
"HEATR7B2"
"HEATR8"
"HEATR8-TTC4"
"HELQ"
"HELT"
"HEMGN"
"HERC2P4"
"HERC2P7"
"HERPUD2"
"HES3"
"HES5"
"HES7"
"HFE2"
"HFM1"
